,기간,지역,미세먼지
0,2015,서울,25
1,2015,부산,27
2,2015,대구,33
3,2015,인천,31
4,2015,광주,27
5,2015,대전,34
6,2015,울산,27
7,2015,경기,30
8,2015,강원,36
9,2015,전남,28
10,2015,경남,26
11,2015,서울,30
12,2015,부산,31
13,2015,대구,33
14,2015,인천,33
15,2015,광주,33
16,2015,대전,36
17,2015,울산,32
18,2015,경기,36
19,2015,강원,38
20,2015,전남,30
21,2015,경남,31
22,2015,서울,30
23,2015,부산,27
24,2015,대구,29
25,2015,인천,31
26,2015,광주,35
27,2015,대전,37
28,2015,울산,29
29,2015,경기,34
30,2015,강원,35
31,2015,전남,30
32,2015,경남,29
33,2015,서울,21
34,2015,부산,24
35,2015,대구,22
36,2015,인천,30
37,2015,광주,24
38,2015,대전,23
39,2015,울산,25
40,2015,경기,24
41,2015,강원,23
42,2015,전남,22
43,2015,경남,23
44,2015,서울,22
45,2015,부산,31
46,2015,대구,25
47,2015,인천,28
48,2015,광주,24
49,2015,대전,29
50,2015,울산,31
51,2015,경기,23
52,2015,강원,26
53,2015,전북,36
54,2015,전남,23
55,2015,경남,28
56,2015,서울,20
57,2015,부산,30
58,2015,대구,28
59,2015,인천,26
60,2015,광주,27
61,2015,대전,27
62,2015,울산,30
63,2015,경기,21
64,2015,강원,21
65,2015,전북,39
66,2015,전남,27
67,2015,경남,30
68,2015,서울,19
69,2015,부산,21
70,2015,대구,20
71,2015,인천,23
72,2015,광주,22
73,2015,대전,19
74,2015,울산,22
75,2015,경기,19
76,2015,강원,18
77,2015,전북,28
78,2015,전남,22
79,2015,경남,24
80,2015,서울,22
81,2015,부산,23
82,2015,대구,22
83,2015,인천,27
84,2015,광주,22
85,2015,대전,20
86,2015,울산,24
87,2015,경기,21
88,2015,강원,21
89,2015,전북,26
90,2015,전남,23
91,2015,경남,25
92,2015,서울,16
93,2015,부산,16
94,2015,대구,15
95,2015,인천,21
96,2015,광주,16
97,2015,대전,18
98,2015,울산,13
99,2015,경기,17
100,2015,강원,14
101,2015,전북,23
102,2015,전남,18
103,2015,경남,18
104,2015,서울,24
105,2015,부산,25
106,2015,대구,25
107,2015,인천,31
108,2015,광주,30
109,2015,대전,33
110,2015,울산,22
111,2015,경기,26
112,2015,강원,25
113,2015,전북,41
114,2015,전남,28
115,2015,경남,24
116,2015,서울,21
117,2015,부산,23
118,2015,대구,22
119,2015,인천,31
120,2015,광주,25
121,2015,대전,30
122,2015,울산,18
123,2015,경기,25
124,2015,강원,24
125,2015,전북,38
126,2015,전남,23
127,2015,경남,21
128,2015,제주,22
129,2015,서울,28
130,2015,부산,29
131,2015,대구,31
132,2015,인천,38
133,2015,광주,27
134,2015,대전,34
135,2015,울산,23
136,2015,경기,34
137,2015,강원,37
138,2015,충북,36
139,2015,전북,41
140,2015,전남,26
141,2015,경남,27
142,2015,제주,26
143,2016,서울,27
144,2016,부산,33
145,2016,대구,30
146,2016,인천,29
147,2016,광주,26
148,2016,대전,31
149,2016,울산,24
150,2016,경기,31
151,2016,강원,35
152,2016,충북,35
153,2016,전북,40
154,2016,전남,26
155,2016,경남,28
156,2016,제주,28
157,2016,서울,23
158,2016,부산,29
159,2016,대구,25
160,2016,인천,25
161,2016,광주,24
162,2016,대전,26
163,2016,울산,21
164,2016,경기,27
165,2016,강원,31
166,2016,충북,29
167,2016,전북,31
168,2016,전남,26
169,2016,경남,25
170,2016,제주,26
171,2016,서울,32
172,2016,부산,32
173,2016,대구,29
174,2016,인천,35
175,2016,광주,29
176,2016,대전,30
177,2016,울산,28
178,2016,경기,35
179,2016,강원,38
180,2016,충북,36
181,2016,전북,39
182,2016,전남,29
183,2016,경남,28
184,2016,제주,29
185,2016,서울,30
186,2016,부산,29
187,2016,대구,25
188,2016,인천,31
189,2016,광주,29
190,2016,대전,25
191,2016,울산,27
192,2016,경기,32
193,2016,강원,32
194,2016,충북,30
195,2016,전북,35
196,2016,전남,26
197,2016,경남,26
198,2016,제주,29
199,2016,서울,29
200,2016,부산,31
201,2016,대구,26
202,2016,인천,29
203,2016,광주,27
204,2016,대전,25
205,2016,울산,29
206,2016,세종,28
207,2016,경기,29
208,2016,강원,30
209,2016,충북,26
210,2016,충남,27
211,2016,전북,34
212,2016,전남,28
213,2016,경북,23
214,2016,경남,28
215,2016,제주,29
216,2016,서울,28
217,2016,부산,27
218,2016,대구,24
219,2016,인천,25
220,2016,광주,23
221,2016,대전,22
222,2016,울산,25
223,2016,세종,25
224,2016,경기,26
225,2016,강원,26
226,2016,충북,23
227,2016,충남,26
228,2016,전북,32
229,2016,전남,24
230,2016,경북,21
231,2016,경남,26
232,2016,제주,22
233,2016,서울,21
234,2016,부산,17
235,2016,대구,19
236,2016,인천,19
237,2016,광주,15
238,2016,대전,13
239,2016,울산,19
240,2016,세종,19
241,2016,경기,20
242,2016,강원,19
243,2016,충북,11
244,2016,충남,17
245,2016,전북,18
246,2016,전남,18
247,2016,경북,15
248,2016,경남,18
249,2016,제주,13
250,2016,서울,22
251,2016,부산,21
252,2016,대구,17
253,2016,인천,20
254,2016,광주,17
255,2016,대전,15
256,2016,울산,16
257,2016,세종,24
258,2016,경기,21
259,2016,강원,17
260,2016,충북,12
261,2016,충남,23
262,2016,전북,23
263,2016,전남,23
264,2016,경북,15
265,2016,경남,20
266,2016,제주,13
267,2016,서울,23
268,2016,부산,21
269,2016,대구,20
270,2016,인천,25
271,2016,광주,21
272,2016,대전,17
273,2016,울산,20
274,2016,세종,19
275,2016,경기,24
276,2016,강원,21
277,2016,충북,19
278,2016,충남,24
279,2016,전북,28
280,2016,전남,21
281,2016,경북,20
282,2016,경남,22
283,2016,제주,19
284,2016,서울,20
285,2016,부산,21
286,2016,대구,20
287,2016,인천,21
288,2016,광주,18
289,2016,대전,16
290,2016,울산,18
291,2016,세종,17
292,2016,경기,23
293,2016,강원,22
294,2016,충북,22
295,2016,충남,24
296,2016,전북,25
297,2016,전남,18
298,2016,경북,21
299,2016,경남,20
300,2016,제주,17
301,2016,서울,28
302,2016,부산,31
303,2016,대구,31
304,2016,인천,29
305,2016,광주,26
306,2016,대전,25
307,2016,울산,27
308,2016,세종,28
309,2016,경기,33
310,2016,강원,33
311,2016,충북,36
312,2016,충남,30
313,2016,전북,37
314,2016,전남,23
315,2016,경북,31
316,2016,경남,29
317,2016,제주,19
318,2016,서울,30
319,2016,부산,30
320,2016,대구,28
321,2016,인천,29
322,2016,광주,26
323,2016,대전,25
324,2016,울산,24
325,2016,세종,27
326,2016,경기,34
327,2016,강원,33
328,2016,충북,37
329,2016,충남,29
330,2016,전북,36
331,2016,전남,21
332,2016,경북,28
333,2016,경남,25
334,2016,제주,20
335,2017,서울,32
336,2017,부산,31
337,2017,대구,29
338,2017,인천,31
339,2017,광주,30
340,2017,대전,26
341,2017,울산,26
342,2017,세종,32
343,2017,경기,38
344,2017,강원,38
345,2017,충북,40
346,2017,충남,28
347,2017,전북,38
348,2017,전남,23
349,2017,경북,30
350,2017,경남,27
351,2017,제주,21
352,2017,서울,28
353,2017,부산,27
354,2017,대구,24
355,2017,인천,26
356,2017,광주,23
357,2017,대전,24
358,2017,울산,23
359,2017,세종,28
360,2017,경기,32
361,2017,강원,34
362,2017,충북,34
363,2017,충남,24
364,2017,전북,32
365,2017,전남,21
366,2017,경북,28
367,2017,경남,23
368,2017,제주,22
369,2017,서울,39
370,2017,부산,34
371,2017,대구,28
372,2017,인천,37
373,2017,광주,33
374,2017,대전,29
375,2017,울산,33
376,2017,세종,37
377,2017,경기,42
378,2017,강원,38
379,2017,충북,40
380,2017,충남,34
381,2017,전북,44
382,2017,전남,27
383,2017,경북,31
384,2017,경남,29
385,2017,제주,27
386,2017,서울,26
387,2017,부산,27
388,2017,대구,21
389,2017,인천,27
390,2017,광주,26
391,2017,대전,22
392,2017,울산,27
393,2017,세종,23
394,2017,경기,29
395,2017,강원,27
396,2017,충북,27
397,2017,충남,25
398,2017,전북,32
399,2017,전남,22
400,2017,경북,22
401,2017,경남,23
402,2017,제주,24
403,2017,서울,24
404,2017,부산,29
405,2017,대구,23
406,2017,인천,27
407,2017,광주,24
408,2017,대전,21
409,2017,울산,31
410,2017,세종,20
411,2017,경기,27
412,2017,강원,27
413,2017,충북,25
414,2017,충남,24
415,2017,전북,29
416,2017,전남,21
417,2017,경북,24
418,2017,경남,25
419,2017,제주,21
420,2017,서울,22
421,2017,부산,26
422,2017,대구,21
423,2017,인천,24
424,2017,광주,22
425,2017,대전,21
426,2017,울산,28
427,2017,세종,21
428,2017,경기,23
429,2017,강원,23
430,2017,충북,24
431,2017,충남,23
432,2017,전북,26
433,2017,전남,21
434,2017,경북,22
435,2017,경남,24
436,2017,제주,23
437,2017,서울,22
438,2017,부산,23
439,2017,대구,19
440,2017,인천,23
441,2017,광주,16
442,2017,대전,17
443,2017,울산,27
444,2017,세종,18
445,2017,경기,21
446,2017,강원,19
447,2017,충북,16
448,2017,충남,20
449,2017,전북,19
450,2017,전남,19
451,2017,경북,17
452,2017,경남,23
453,2017,제주,16
454,2017,서울,13
455,2017,부산,16
456,2017,대구,12
457,2017,인천,15
458,2017,광주,15
459,2017,대전,11
460,2017,울산,16
461,2017,세종,12
462,2017,경기,12
463,2017,강원,11
464,2017,충북,9
465,2017,충남,15
466,2017,전북,15
467,2017,전남,15
468,2017,경북,13
469,2017,경남,16
470,2017,제주,16
471,2017,서울,19
472,2017,부산,23
473,2017,대구,21
474,2017,인천,22
475,2017,광주,22
476,2017,대전,18
477,2017,울산,22
478,2017,세종,20
479,2017,경기,21
480,2017,강원,19
481,2017,충북,22
482,2017,충남,22
483,2017,전북,24
484,2017,전남,18
485,2017,경북,19
486,2017,경남,20
487,2017,제주,17
488,2017,서울,15
489,2017,부산,16
490,2017,대구,17
491,2017,인천,17
492,2017,광주,20
493,2017,대전,15
494,2017,울산,15
495,2017,세종,17
496,2017,경기,18
497,2017,강원,15
498,2017,충북,20
499,2017,충남,19
500,2017,전북,22
501,2017,전남,14
502,2017,경북,17
503,2017,경남,16
504,2017,제주,17
505,2017,서울,22
506,2017,부산,27
507,2017,대구,29
508,2017,인천,23
509,2017,광주,31
510,2017,대전,24
511,2017,울산,25
512,2017,세종,24
513,2017,경기,28
514,2017,강원,25
515,2017,충북,33
516,2017,충남,25
517,2017,전북,31
518,2017,전남,22
519,2017,경북,29
520,2017,경남,24
521,2017,제주,25
522,2017,서울,32
523,2017,부산,28
524,2017,대구,29
525,2017,인천,28
526,2017,광주,28
527,2017,대전,25
528,2017,울산,24
529,2017,세종,21
530,2017,경기,35
531,2017,강원,31
532,2017,충북,35
533,2017,충남,27
534,2017,전북,30
535,2017,전남,21
536,2017,경북,30
537,2017,경남,24
538,2017,제주,23
539,2018,서울,32
540,2018,부산,28
541,2018,대구,30
542,2018,인천,29
543,2018,광주,28
544,2018,대전,30
545,2018,울산,25
546,2018,세종,28
547,2018,경기,37
548,2018,강원,33
549,2018,충북,40
550,2018,충남,30
551,2018,전북,33
552,2018,전남,24
553,2018,경북,33
554,2018,경남,24
555,2018,제주,19
556,2018,서울,30
557,2018,부산,30
558,2018,대구,28
559,2018,인천,27
560,2018,광주,31
561,2018,대전,28
562,2018,울산,27
563,2018,세종,26
564,2018,경기,33
565,2018,강원,29
566,2018,충북,33
567,2018,충남,27
568,2018,전북,31
569,2018,전남,27
570,2018,경북,31
571,2018,경남,25
572,2018,제주,22
573,2018,서울,34
574,2018,부산,26
575,2018,대구,26
576,2018,인천,32
577,2018,광주,32
578,2018,대전,27
579,2018,울산,23
580,2018,세종,26
581,2018,경기,37
582,2018,강원,30
583,2018,충북,34
584,2018,충남,28
585,2018,전북,33
586,2018,전남,26
587,2018,경북,29
588,2018,경남,23
589,2018,제주,24
590,2018,서울,26
591,2018,부산,28
592,2018,대구,24
593,2018,인천,24
594,2018,광주,25
595,2018,대전,23
596,2018,울산,26
597,2018,세종,23
598,2018,경기,27
599,2018,강원,27
600,2018,충북,28
601,2018,충남,21
602,2018,전북,27
603,2018,전남,22
604,2018,경북,28
605,2018,경남,23
606,2018,제주,24
607,2018,서울,23
608,2018,부산,24
609,2018,대구,21
610,2018,인천,21
611,2018,광주,21
612,2018,대전,19
613,2018,울산,24
614,2018,세종,21
615,2018,경기,23
616,2018,강원,23
617,2018,충북,25
618,2018,충남,19
619,2018,전북,22
620,2018,전남,20
621,2018,경북,23
622,2018,경남,20
623,2018,제주,20
624,2018,서울,24
625,2018,부산,25
626,2018,대구,22
627,2018,인천,22
628,2018,광주,27
629,2018,대전,19
630,2018,울산,29
631,2018,세종,22
632,2018,경기,24
633,2018,강원,21
634,2018,충북,25
635,2018,충남,21
636,2018,전북,28
637,2018,전남,23
638,2018,경북,23
639,2018,경남,23
640,2018,제주,21
641,2018,서울,16
642,2018,부산,23
643,2018,대구,18
644,2018,인천,16
645,2018,광주,15
646,2018,대전,14
647,2018,울산,27
648,2018,세종,15
649,2018,경기,14
650,2018,강원,17
651,2018,충북,19
652,2018,충남,12
653,2018,전북,14
654,2018,전남,16
655,2018,경북,20
656,2018,경남,19
657,2018,제주,16
658,2018,서울,10
659,2018,부산,14
660,2018,대구,12
661,2018,인천,12
662,2018,광주,14
663,2018,대전,11
664,2018,울산,16
665,2018,세종,10
666,2018,경기,11
667,2018,강원,12
668,2018,충북,13
669,2018,충남,10
670,2018,전북,14
671,2018,전남,12
672,2018,경북,14
673,2018,경남,12
674,2018,제주,13
675,2018,서울,14
676,2018,부산,14
677,2018,대구,12
678,2018,인천,15
679,2018,광주,13
680,2018,대전,11
681,2018,울산,14
682,2018,세종,13
683,2018,경기,13
684,2018,강원,13
685,2018,충북,13
686,2018,충남,13
687,2018,전북,13
688,2018,전남,13
689,2018,경북,13
690,2018,경남,12
691,2018,제주,13
692,2018,서울,15
693,2018,부산,17
694,2018,대구,17
695,2018,인천,16
696,2018,광주,20
697,2018,대전,17
698,2018,울산,19
699,2018,세종,14
700,2018,경기,19
701,2018,강원,15
702,2018,충북,22
703,2018,충남,15
704,2018,전북,20
705,2018,전남,15
706,2018,경북,20
707,2018,경남,16
708,2018,제주,16
709,2018,서울,28
710,2018,부산,26
711,2018,대구,31
712,2018,인천,29
713,2018,광주,36
714,2018,대전,34
715,2018,울산,29
716,2018,세종,29
717,2018,경기,36
718,2018,강원,26
719,2018,충북,41
720,2018,충남,35
721,2018,전북,39
722,2018,전남,27
723,2018,경북,33
724,2018,경남,25
725,2018,제주,23
726,2018,서울,24
727,2018,부산,23
728,2018,대구,26
729,2018,인천,24
730,2018,광주,26
731,2018,대전,27
732,2018,울산,19
733,2018,세종,31
734,2018,경기,28
735,2018,강원,23
736,2018,충북,33
737,2018,충남,25
738,2018,전북,29
739,2018,전남,21
740,2018,경북,26
741,2018,경남,20
742,2018,제주,16
743,2019,서울,38
744,2019,부산,29
745,2019,대구,33
746,2019,인천,33
747,2019,광주,33
748,2019,대전,34
749,2019,울산,26
750,2019,세종,41
751,2019,경기,41
752,2019,강원,33
753,2019,충북,45
754,2019,충남,37
755,2019,전북,40
756,2019,전남,25
757,2019,경북,33
758,2019,경남,24
759,2019,제주,22
760,2019,서울,35
761,2019,부산,28
762,2019,대구,33
763,2019,인천,31
764,2019,광주,34
765,2019,대전,36
766,2019,울산,26
767,2019,세종,41
768,2019,경기,38
769,2019,강원,31
770,2019,충북,45
771,2019,충남,35
772,2019,전북,40
773,2019,전남,29
774,2019,경북,32
775,2019,경남,25
776,2019,제주,23
777,2019,서울,45
778,2019,부산,30
779,2019,대구,33
780,2019,인천,41
781,2019,광주,39
782,2019,대전,39
783,2019,울산,29
784,2019,세종,47
785,2019,경기,47
786,2019,강원,38
787,2019,충북,47
788,2019,충남,43
789,2019,전북,44
790,2019,전남,29
791,2019,경북,32
792,2019,경남,26
793,2019,제주,29
794,2019,서울,21
795,2019,부산,20
796,2019,대구,19
797,2019,인천,20
798,2019,광주,20
799,2019,대전,16
800,2019,울산,19
801,2019,세종,19
802,2019,경기,21
803,2019,강원,18
804,2019,충북,23
805,2019,충남,22
806,2019,전북,23
807,2019,전남,17
808,2019,경북,16
809,2019,경남,17
810,2019,제주,19
811,2019,서울,29
812,2019,부산,25
813,2019,대구,23
814,2019,인천,26
815,2019,광주,22
816,2019,대전,22
817,2019,울산,26
818,2019,세종,25
819,2019,경기,28
820,2019,강원,23
821,2019,충북,27
822,2019,충남,28
823,2019,전북,25
824,2019,전남,21
825,2019,경북,20
826,2019,경남,20
827,2019,제주,19
828,2019,서울,20
829,2019,부산,21
830,2019,대구,20
831,2019,인천,17
832,2019,광주,25
833,2019,대전,18
834,2019,울산,22
835,2019,세종,20
836,2019,경기,19
837,2019,강원,17
838,2019,충북,25
839,2019,충남,22
840,2019,전북,24
841,2019,전남,20
842,2019,경북,17
843,2019,경남,20
844,2019,제주,19
845,2019,서울,19
846,2019,부산,18
847,2019,대구,16
848,2019,인천,19
849,2019,광주,17
850,2019,대전,14
851,2019,울산,19
852,2019,세종,14
853,2019,경기,18
854,2019,강원,15
855,2019,충북,16
856,2019,충남,17
857,2019,전북,16
858,2019,전남,13
859,2019,경북,15
860,2019,경남,15
861,2019,제주,16
862,2019,서울,16
863,2019,부산,19
864,2019,대구,16
865,2019,인천,18
866,2019,광주,17
867,2019,대전,15
868,2019,울산,18
869,2019,세종,16
870,2019,경기,16
871,2019,강원,14
872,2019,충북,17
873,2019,충남,17
874,2019,전북,16
875,2019,전남,16
876,2019,경북,15
877,2019,경남,16
878,2019,제주,18
879,2019,서울,12
880,2019,부산,13
881,2019,대구,13
882,2019,인천,14
883,2019,광주,15
884,2019,대전,12
885,2019,울산,13
886,2019,세종,12
887,2019,경기,13
888,2019,강원,10
889,2019,충북,14
890,2019,충남,14
891,2019,전북,15
892,2019,전남,12
893,2019,경북,12
894,2019,경남,12
895,2019,제주,12
896,2019,서울,15
897,2019,부산,13
898,2019,대구,14
899,2019,인천,16
900,2019,광주,18
901,2019,대전,15
902,2019,울산,11
903,2019,세종,17
904,2019,경기,17
905,2019,강원,13
906,2019,충북,19
907,2019,충남,20
908,2019,전북,19
909,2019,전남,13
910,2019,경북,13
911,2019,경남,12
912,2019,제주,15
913,2019,서울,20
914,2019,부산,17
915,2019,대구,21
916,2019,인천,19
917,2019,광주,20
918,2019,대전,21
919,2019,울산,15
920,2019,세종,26
921,2019,경기,23
922,2019,강원,19
923,2019,충북,28
924,2019,충남,24
925,2019,전북,23
926,2019,전남,17
927,2019,경북,19
928,2019,경남,16
929,2019,제주,15
930,2019,서울,28
931,2019,부산,23
932,2019,대구,29
933,2019,인천,25
934,2019,광주,22
935,2019,대전,25
936,2019,울산,20
937,2019,세종,32
938,2019,경기,31
939,2019,강원,25
940,2019,충북,33
941,2019,충남,29
942,2019,전북,25
943,2019,전남,18
944,2019,경북,24
945,2019,경남,20
946,2019,제주,16
947,2020,서울,29
948,2020,부산,21
949,2020,대구,26
950,2020,인천,27
951,2020,광주,27
952,2020,대전,25
953,2020,울산,19
954,2020,세종,31
955,2020,경기,31
956,2020,강원,24
957,2020,충북,33
958,2020,충남,32
959,2020,전북,30
960,2020,전남,21
961,2020,경북,22
962,2020,경남,19
963,2020,제주,19
964,2020,서울,28
965,2020,부산,22
966,2020,대구,26
967,2020,인천,23
968,2020,광주,21
969,2020,대전,23
970,2020,울산,19
971,2020,세종,28
972,2020,경기,29
973,2020,강원,25
974,2020,충북,30
975,2020,충남,30
976,2020,전북,25
977,2020,전남,19
978,2020,경북,22
979,2020,경남,20
980,2020,제주,21
981,2020,서울,25
982,2020,부산,16
983,2020,대구,20
984,2020,인천,21
985,2020,광주,18
986,2020,대전,20
987,2020,울산,17
988,2020,세종,23
989,2020,경기,26
990,2020,강원,21
991,2020,충북,26
992,2020,충남,26
993,2020,전북,22
994,2020,전남,15
995,2020,경북,18
996,2020,경남,16
997,2020,제주,15
998,2020,서울,21
999,2020,부산,17
1000,2020,대구,18
1001,2020,인천,16
1002,2020,광주,17
1003,2020,대전,17
1004,2020,울산,17
1005,2020,세종,18
1006,2020,경기,20
1007,2020,강원,19
1008,2020,충북,21
1009,2020,충남,20
1010,2020,전북,19
1011,2020,전남,15
1012,2020,경북,17
1013,2020,경남,15
1014,2020,제주,18
1015,2020,서울,19
1016,2020,부산,17
1017,2020,대구,20
1018,2020,인천,15
1019,2020,광주,18
1020,2020,대전,16
1021,2020,울산,19
1022,2020,세종,14
1023,2020,경기,19
1024,2020,강원,15
1025,2020,충북,19
1026,2020,충남,19
1027,2020,전북,20
1028,2020,전남,15
1029,2020,경북,16
1030,2020,경남,16
1031,2020,제주,19
1032,2020,서울,21
1033,2020,부산,15
1034,2020,대구,20
1035,2020,인천,17
1036,2020,광주,18
1037,2020,대전,19
1038,2020,울산,19
1039,2020,세종,16
1040,2020,경기,21
1041,2020,강원,18
1042,2020,충북,20
1043,2020,충남,19
1044,2020,전북,24
1045,2020,전남,14
1046,2020,경북,16
1047,2020,경남,16
1048,2020,제주,14
1049,2020,서울,13
1050,2020,부산,10
1051,2020,대구,14
1052,2020,인천,14
1053,2020,광주,9
1054,2020,대전,9
1055,2020,울산,12
1056,2020,세종,9
1057,2020,경기,13
1058,2020,강원,9
1059,2020,충북,10
1060,2020,충남,13
1061,2020,전북,13
1062,2020,전남,9
1063,2020,경북,10
1064,2020,경남,11
1065,2020,제주,10
1066,2020,서울,14
1067,2020,부산,19
1068,2020,대구,16
1069,2020,인천,14
1070,2020,광주,14
1071,2020,대전,10
1072,2020,울산,17
1073,2020,세종,11
1074,2020,경기,13
1075,2020,강원,11
1076,2020,충북,11
1077,2020,충남,13
1078,2020,전북,15
1079,2020,전남,16
1080,2020,경북,14
1081,2020,경남,16
1082,2020,제주,15
1083,2020,서울,11
1084,2020,부산,13
1085,2020,대구,15
1086,2020,인천,10
1087,2020,광주,13
1088,2020,대전,12
1089,2020,울산,14
1090,2020,세종,10
1091,2020,경기,11
1092,2020,강원,10
1093,2020,충북,11
1094,2020,충남,13
1095,2020,전북,14
1096,2020,전남,13
1097,2020,경북,12
1098,2020,경남,13
1099,2020,제주,13
1100,2020,서울,17
1101,2020,부산,15
1102,2020,대구,18
1103,2020,인천,15
1104,2020,광주,17
1105,2020,대전,18
1106,2020,울산,15
1107,2020,세종,20
1108,2020,경기,19
1109,2020,강원,15
1110,2020,충북,21
1111,2020,충남,20
1112,2020,전북,19
1113,2020,전남,14
1114,2020,경북,16
1115,2020,경남,14
1116,2020,제주,16
1117,2020,서울,24
1118,2020,부산,17
1119,2020,대구,23
1120,2020,인천,21
1121,2020,광주,20
1122,2020,대전,20
1123,2020,울산,17
1124,2020,세종,25
1125,2020,경기,25
1126,2020,강원,20
1127,2020,충북,25
1128,2020,충남,25
1129,2020,전북,22
1130,2020,전남,15
1131,2020,경북,21
1132,2020,경남,17
1133,2020,제주,13
1134,2020,서울,27
1135,2020,부산,21
1136,2020,대구,24
1137,2020,인천,24
1138,2020,광주,24
1139,2020,대전,20
1140,2020,울산,19
1141,2020,세종,28
1142,2020,경기,29
1143,2020,강원,24
1144,2020,충북,29
1145,2020,충남,27
1146,2020,전북,23
1147,2020,전남,17
1148,2020,경북,23
1149,2020,경남,19
1150,2020,제주,14
1151,2021,서울,21
1152,2021,부산,19
1153,2021,대구,21
1154,2021,인천,20
1155,2021,광주,22
1156,2021,대전,18
1157,2021,울산,17
1158,2021,세종,25
1159,2021,경기,22
1160,2021,강원,18
1161,2021,충북,24
1162,2021,충남,25
1163,2021,전북,22
1164,2021,전남,17
1165,2021,경북,19
1166,2021,경남,17
1167,2021,제주,14
1168,2021,서울,29
1169,2021,부산,21
1170,2021,대구,24
1171,2021,인천,28
1172,2021,광주,25
1173,2021,대전,21
1174,2021,울산,21
1175,2021,세종,27
1176,2021,경기,31
1177,2021,강원,22
1178,2021,충북,28
1179,2021,충남,32
1180,2021,전북,26
1181,2021,전남,19
1182,2021,경북,22
1183,2021,경남,19
1184,2021,제주,17
1185,2021,서울,32
1186,2021,부산,21
1187,2021,대구,23
1188,2021,인천,33
1189,2021,광주,27
1190,2021,대전,23
1191,2021,울산,20
1192,2021,세종,27
1193,2021,경기,33
1194,2021,강원,20
1195,2021,충북,27
1196,2021,충남,34
1197,2021,전북,30
1198,2021,전남,20
1199,2021,경북,21
1200,2021,경남,19
1201,2021,제주,23
1202,2021,서울,19
1203,2021,부산,15
1204,2021,대구,17
1205,2021,인천,19
1206,2021,광주,18
1207,2021,대전,15
1208,2021,울산,16
1209,2021,세종,16
1210,2021,경기,19
1211,2021,강원,15
1212,2021,충북,18
1213,2021,충남,20
1214,2021,전북,19
1215,2021,전남,14
1216,2021,경북,16
1217,2021,경남,15
1218,2021,제주,14
1219,2021,서울,20
1220,2021,부산,16
1221,2021,대구,18
1222,2021,인천,20
1223,2021,광주,20
1224,2021,대전,18
1225,2021,울산,17
1226,2021,세종,16
1227,2021,경기,21
1228,2021,강원,15
1229,2021,충북,20
1230,2021,충남,22
1231,2021,전북,21
1232,2021,전남,16
1233,2021,경북,17
1234,2021,경남,15
1235,2021,제주,16
1236,2021,서울,19
1237,2021,부산,15
1238,2021,대구,20
1239,2021,인천,23
1240,2021,광주,18
1241,2021,대전,18
1242,2021,울산,17
1243,2021,세종,16
1244,2021,경기,21
1245,2021,강원,14
1246,2021,충북,19
1247,2021,충남,20
1248,2021,전북,22
1249,2021,전남,15
1250,2021,경북,18
1251,2021,경남,16
1252,2021,제주,13
1253,2021,서울,15
1254,2021,부산,9
1255,2021,대구,10
1256,2021,인천,19
1257,2021,광주,10
1258,2021,대전,9
1259,2021,울산,10
1260,2021,세종,9
1261,2021,경기,15
1262,2021,강원,10
1263,2021,충북,10
1264,2021,충남,13
1265,2021,전북,12
1266,2021,전남,10
1267,2021,경북,12
1268,2021,경남,12
1269,2021,제주,8
1270,2021,서울,13
1271,2021,부산,10
1272,2021,대구,11
1273,2021,인천,13
1274,2021,광주,10
1275,2021,대전,11
1276,2021,울산,11
1277,2021,세종,9
1278,2021,경기,13
1279,2021,강원,10
1280,2021,충북,11
1281,2021,충남,13
1282,2021,전북,11
1283,2021,전남,10
1284,2021,경북,11
1285,2021,경남,11
1286,2021,제주,7
1287,2021,서울,7
1288,2021,부산,8
1289,2021,대구,9
1290,2021,인천,8
1291,2021,광주,8
1292,2021,대전,8
1293,2021,울산,8
1294,2021,세종,7
1295,2021,경기,8
1296,2021,강원,6
1297,2021,충북,8
1298,2021,충남,9
1299,2021,전북,9
1300,2021,전남,9
1301,2021,경북,9
1302,2021,경남,9
1303,2021,제주,8
1304,2021,서울,13
1305,2021,부산,12
1306,2021,대구,15
1307,2021,인천,14
1308,2021,광주,15
1309,2021,대전,15
1310,2021,울산,12
1311,2021,세종,15
1312,2021,경기,15
1313,2021,강원,10
1314,2021,충북,18
1315,2021,충남,16
1316,2021,전북,16
1317,2021,전남,13
1318,2021,경북,14
1319,2021,경남,13
1320,2021,제주,11
