,index,지역,연도,월,분양가격
626,1345,경북,2017,1,2312.0
627,1350,경남,2017,1,2390.0
628,1355,제주,2017,1,3124.0
629,1360,서울,2017,2,6464.0
630,1365,인천,2017,2,3167.0
631,1370,경기,2017,2,3607.0
632,1375,부산,2017,2,3243.0
633,1380,대구,2017,2,3158.0
634,1385,광주,2017,2,2778.0
635,1390,대전,2017,2,2721.0
636,1395,울산,2017,2,3263.0
637,1400,세종,2017,2,2705.0
638,1405,강원,2017,2,2090.0
639,1410,충북,2017,2,2044.0
640,1415,충남,2017,2,2236.0
641,1420,전북,2017,2,2009.0
642,1425,전남,2017,2,2093.0
643,1430,경북,2017,2,2307.0
644,1435,경남,2017,2,2384.0
645,1440,제주,2017,2,3134.0
646,1445,서울,2017,3,6370.0
647,1450,인천,2017,3,3179.0
648,1455,경기,2017,3,3632.0
649,1460,부산,2017,3,3290.0
650,1465,대구,2017,3,3200.0
651,1470,광주,2017,3,2783.0
652,1475,대전,2017,3,2721.0
653,1480,울산,2017,3,3263.0
654,1485,세종,2017,3,2705.0
655,1490,강원,2017,3,2068.0
656,1495,충북,2017,3,1976.0
657,1500,충남,2017,3,2237.0
658,1505,전북,2017,3,2044.0
659,1510,전남,2017,3,2090.0
660,1515,경북,2017,3,2291.0
661,1520,경남,2017,3,2407.0
662,1525,제주,2017,3,3097.0
663,1530,서울,2017,4,6366.0
664,1535,인천,2017,4,3179.0
665,1540,경기,2017,4,3604.0
666,1545,부산,2017,4,3289.0
667,1550,대구,2017,4,3179.0
668,1555,광주,2017,4,2854.0
669,1560,대전,2017,4,2739.0
670,1565,울산,2017,4,3578.0
671,1570,세종,2017,4,2729.0
672,1575,강원,2017,4,2068.0
673,1580,충북,2017,4,2040.0
674,1585,충남,2017,4,2221.0
675,1590,전북,2017,4,2105.0
676,1595,전남,2017,4,2106.0
677,1600,경북,2017,4,2318.0
678,1605,경남,2017,4,2401.0
679,1610,제주,2017,4,3323.0
680,1615,서울,2017,5,6400.0
681,1620,인천,2017,5,3291.0
682,1625,경기,2017,5,3474.0
683,1630,부산,2017,5,3549.0
684,1635,대구,2017,5,3179.0
685,1640,광주,2017,5,2890.0
686,1645,대전,2017,5,2739.0
687,1650,울산,2017,5,3578.0
688,1655,세종,2017,5,2729.0
689,1660,강원,2017,5,2084.0
690,1665,충북,2017,5,2050.0
691,1670,충남,2017,5,2222.0
692,1675,전북,2017,5,2130.0
693,1680,전남,2017,5,2165.0
694,1685,경북,2017,5,2363.0
695,1690,경남,2017,5,2418.0
696,1695,제주,2017,5,3459.0
697,1700,서울,2017,6,6667.0
698,1705,인천,2017,6,3326.0
699,1710,경기,2017,6,3489.0
700,1715,부산,2017,6,3616.0
701,1720,대구,2017,6,3246.0
702,1725,광주,2017,6,2912.0
703,1730,대전,2017,6,2739.0
704,1735,울산,2017,6,3582.0
705,1740,세종,2017,6,2733.0
706,1745,강원,2017,6,2131.0
707,1750,충북,2017,6,2043.0
708,1755,충남,2017,6,2274.0
709,1760,전북,2017,6,2201.0
710,1765,전남,2017,6,2147.0
711,1770,경북,2017,6,2383.0
712,1775,경남,2017,6,2444.0
713,1780,제주,2017,6,3274.0
714,1785,서울,2017,7,6573.0
715,1790,인천,2017,7,3322.0
716,1795,경기,2017,7,3629.0
717,1800,부산,2017,7,3614.0
718,1805,대구,2017,7,3870.0
719,1810,광주,2017,7,2894.0
720,1815,대전,2017,7,2738.0
721,1820,울산,2017,7,3582.0
722,1825,세종,2017,7,2733.0
723,1830,강원,2017,7,2146.0
724,1835,충북,2017,7,2043.0
725,1840,충남,2017,7,2275.0
726,1845,전북,2017,7,2195.0
727,1850,전남,2017,7,2147.0
728,1855,경북,2017,7,2382.0
729,1860,경남,2017,7,2465.0
730,1865,제주,2017,7,3335.0
731,1870,서울,2017,8,6172.0
732,1875,인천,2017,8,3273.0
733,1880,경기,2017,8,3641.0
734,1885,부산,2017,8,3589.0
735,1890,대구,2017,8,3994.0
736,1895,광주,2017,8,2903.0
737,1900,대전,2017,8,2738.0
738,1905,울산,2017,8,3582.0
739,1910,세종,2017,8,2734.0
740,1915,강원,2017,8,2268.0
741,1920,충북,2017,8,2050.0
742,1925,충남,2017,8,2257.0
743,1930,전북,2017,8,2209.0
744,1935,전남,2017,8,2214.0
745,1940,경북,2017,8,2441.0
746,1945,경남,2017,8,2515.0
747,1950,제주,2017,8,3335.0
748,1955,서울,2017,9,6507.0
749,1960,인천,2017,9,3302.0
750,1965,경기,2017,9,3628.0
751,1970,부산,2017,9,3594.0
752,1975,대구,2017,9,3839.0
753,1980,광주,2017,9,2945.0
754,1985,대전,2017,9,2894.0
755,1990,울산,2017,9,3582.0
756,1995,세종,2017,9,2758.0
757,2000,강원,2017,9,2235.0
758,2005,충북,2017,9,2054.0
759,2010,충남,2017,9,2257.0
760,2015,전북,2017,9,2219.0
761,2020,전남,2017,9,2214.0
762,2025,경북,2017,9,2429.0
763,2030,경남,2017,9,2510.0
764,2035,제주,2017,9,3222.0
765,2040,서울,2017,10,6578.0
766,2045,인천,2017,10,3300.0
767,2050,경기,2017,10,3625.0
768,2055,부산,2017,10,3723.0
769,2060,대구,2017,10,3839.0
770,2065,광주,2017,10,2912.0
771,2070,대전,2017,10,2729.0
772,2075,울산,2017,10,3385.0
773,2080,세종,2017,10,2759.0
774,2085,강원,2017,10,2279.0
775,2090,충북,2017,10,2060.0
776,2095,충남,2017,10,2283.0
777,2100,전북,2017,10,2182.0
778,2105,전남,2017,10,2305.0
779,2110,경북,2017,10,2367.0
780,2115,경남,2017,10,2436.0
781,2120,제주,2017,10,3222.0
782,2125,서울,2017,11,
783,2130,인천,2017,11,
784,2135,경기,2017,11,
785,2140,부산,2017,11,
786,2145,대구,2017,11,
787,2150,광주,2017,11,
788,2155,대전,2017,11,
789,2160,울산,2017,11,
790,2165,세종,2017,11,
791,2170,강원,2017,11,
792,2175,충북,2017,11,
793,2180,충남,2017,11,
794,2185,전북,2017,11,
795,2190,전남,2017,11,
796,2195,경북,2017,11,
797,2200,경남,2017,11,
798,2205,제주,2017,11,
799,2210,서울,2017,12,6706.0
800,2215,인천,2017,12,3318.0
801,2220,경기,2017,12,3617.0
802,2225,부산,2017,12,3842.0
803,2230,대구,2017,12,3561.0
804,2235,광주,2017,12,2896.0
805,2240,대전,2017,12,2706.0
806,2245,울산,2017,12,3162.0
807,2250,세종,2017,12,3161.0
808,2255,강원,2017,12,2302.0
809,2260,충북,2017,12,2077.0
810,2265,충남,2017,12,2357.0
811,2270,전북,2017,12,2226.0
812,2275,전남,2017,12,2400.0
813,2280,경북,2017,12,2390.0
814,2285,경남,2017,12,2696.0
815,2290,제주,2017,12,3578.0
816,2295,서울,2018,1,6623.0
817,2300,인천,2018,1,3333.0
818,2305,경기,2018,1,3846.0
819,2310,부산,2018,1,3842.0
820,2315,대구,2018,1,3585.0
821,2320,광주,2018,1,2894.0
822,2325,대전,2018,1,2744.0
823,2330,울산,2018,1,3162.0
824,2335,세종,2018,1,3161.0
825,2340,강원,2018,1,2324.0
826,2345,충북,2018,1,2077.0
827,2350,충남,2018,1,2394.0
828,2355,전북,2018,1,2226.0
829,2360,전남,2018,1,2400.0
830,2365,경북,2018,1,2441.0
831,2370,경남,2018,1,2696.0
832,2375,제주,2018,1,3636.0
833,2380,서울,2018,2,6631.0
834,2385,인천,2018,2,3342.0
835,2390,경기,2018,2,3876.0
836,2395,부산,2018,2,3850.0
837,2400,대구,2018,2,3364.0
838,2405,광주,2018,2,2894.0
839,2410,대전,2018,2,2887.0
840,2415,울산,2018,2,3174.0
841,2420,세종,2018,2,3161.0
842,2425,강원,2018,2,2323.0
843,2430,충북,2018,2,2166.0
844,2435,충남,2018,2,2394.0
845,2440,전북,2018,2,2273.0
846,2445,전남,2018,2,2356.0
847,2450,경북,2018,2,2441.0
848,2455,경남,2018,2,2698.0
849,2460,제주,2018,2,3829.0
850,2465,서울,2018,3,6836.0
851,2470,인천,2018,3,3457.0
852,2475,경기,2018,3,3876.0
853,2480,부산,2018,3,3817.0
854,2485,대구,2018,3,3392.0
855,2490,광주,2018,3,2930.0
856,2495,대전,2018,3,2887.0
857,2500,울산,2018,3,3174.0
858,2505,세종,2018,3,3161.0
859,2510,강원,2018,3,2391.0
860,2515,충북,2018,3,2455.0
861,2520,충남,2018,3,2394.0
862,2525,전북,2018,3,2263.0
863,2530,전남,2018,3,2348.0
864,2535,경북,2018,3,2440.0
865,2540,경남,2018,3,2697.0
866,2545,제주,2018,3,3925.0
867,2550,서울,2018,4,6841.0
868,2555,인천,2018,4,3457.0
869,2560,경기,2018,4,3859.0
870,2565,부산,2018,4,3863.0
871,2570,대구,2018,4,3524.0
872,2575,광주,2018,4,2885.0
873,2580,대전,2018,4,2972.0
874,2585,울산,2018,4,3174.0
875,2590,세종,2018,4,3131.0
876,2595,강원,2018,4,2277.0
877,2600,충북,2018,4,2631.0
878,2605,충남,2018,4,2394.0
879,2610,전북,2018,4,2317.0
880,2615,전남,2018,4,2355.0
881,2620,경북,2018,4,2440.0
882,2625,경남,2018,4,2690.0
883,2630,제주,2018,4,3925.0
884,2635,서울,2018,5,6919.0
885,2640,인천,2018,5,3436.0
886,2645,경기,2018,5,3987.0
887,2650,부산,2018,5,3853.0
888,2655,대구,2018,5,3651.0
889,2660,광주,2018,5,2906.0
890,2665,대전,2018,5,2972.0
891,2670,울산,2018,5,3174.0
892,2675,세종,2018,5,3131.0
893,2680,강원,2018,5,2289.0
894,2685,충북,2018,5,2636.0
895,2690,충남,2018,5,2453.0
896,2695,전북,2018,5,2326.0
897,2700,전남,2018,5,2356.0
898,2705,경북,2018,5,2628.0
899,2710,경남,2018,5,2695.0
900,2715,제주,2018,5,3925.0
901,2720,서울,2018,6,6694.0
902,2725,인천,2018,6,3372.0
903,2730,경기,2018,6,3927.0
904,2735,부산,2018,6,3884.0
905,2740,대구,2018,6,3669.0
906,2745,광주,2018,6,3000.0
907,2750,대전,2018,6,2972.0
908,2755,울산,2018,6,3125.0
909,2760,세종,2018,6,3131.0
910,2765,강원,2018,6,2292.0
911,2770,충북,2018,6,2386.0
912,2775,충남,2018,6,2467.0
913,2780,전북,2018,6,2326.0
914,2785,전남,2018,6,2356.0
915,2790,경북,2018,6,2631.0
916,2795,경남,2018,6,2695.0
917,2800,제주,2018,6,3925.0
918,2805,서울,2018,7,6820.0
919,2810,인천,2018,7,3372.0
920,2815,경기,2018,7,3952.0
921,2820,부산,2018,7,3950.0
922,2825,대구,2018,7,3712.0
923,2830,광주,2018,7,2935.0
924,2835,대전,2018,7,2939.0
925,2840,울산,2018,7,3125.0
926,2845,세종,2018,7,3131.0
927,2850,강원,2018,7,2312.0
928,2855,충북,2018,7,2390.0
929,2860,충남,2018,7,2467.0
930,2865,전북,2018,7,2333.0
931,2870,전남,2018,7,2357.0
932,2875,경북,2018,7,2674.0
933,2880,경남,2018,7,2696.0
934,2885,제주,2018,7,3334.0
935,2890,서울,2018,8,6731.0
936,2895,인천,2018,8,3343.0
937,2900,경기,2018,8,4070.0
938,2905,부산,2018,8,3972.0
939,2910,대구,2018,8,3726.0
940,2915,광주,2018,8,2935.0
941,2920,대전,2018,8,2939.0
942,2925,울산,2018,8,3125.0
943,2930,세종,2018,8,3148.0
944,2935,강원,2018,8,2324.0
945,2940,충북,2018,8,2390.0
946,2945,충남,2018,8,2446.0
947,2950,전북,2018,8,2311.0
948,2955,전남,2018,8,2357.0
949,2960,경북,2018,8,2603.0
950,2965,경남,2018,8,2661.0
951,2970,제주,2018,8,3334.0
952,2975,서울,2018,9,6994.0
953,2980,인천,2018,9,3343.0
954,2985,경기,2018,9,4094.0
955,2990,부산,2018,9,4090.0
956,2995,대구,2018,9,3740.0
957,3000,광주,2018,9,2931.0
958,3005,대전,2018,9,3367.0
959,3010,울산,2018,9,3125.0
960,3015,세종,2018,9,3148.0
961,3020,강원,2018,9,2329.0
962,3025,충북,2018,9,2384.0
963,3030,충남,2018,9,2446.0
964,3035,전북,2018,9,2311.0
965,3040,전남,2018,9,2352.0
966,3045,경북,2018,9,2643.0
967,3050,경남,2018,9,2746.0
968,3055,제주,2018,9,3334.0
969,3060,서울,2018,10,7378.0
970,3065,인천,2018,10,3440.0
971,3070,경기,2018,10,4136.0
972,3075,부산,2018,10,4036.0
973,3080,대구,2018,10,3799.0
974,3085,광주,2018,10,3044.0
975,3090,대전,2018,10,3350.0
976,3095,울산,2018,10,2890.0
977,3100,세종,2018,10,3148.0
978,3105,강원,2018,10,2357.0
979,3110,충북,2018,10,2384.0
980,3115,충남,2018,10,2446.0
981,3120,전북,2018,10,2321.0
982,3125,전남,2018,10,2360.0
983,3130,경북,2018,10,2625.0
984,3135,경남,2018,10,2795.0
985,3140,제주,2018,10,3334.0
986,3145,서울,2018,11,7369.0
987,3150,인천,2018,11,3553.0
988,3155,경기,2018,11,4151.0
989,3160,부산,2018,11,4040.0
990,3165,대구,2018,11,3825.0
991,3170,광주,2018,11,3201.0
992,3175,대전,2018,11,3350.0
993,3180,울산,2018,11,2890.0
994,3185,세종,2018,11,3148.0
995,3190,강원,2018,11,2386.0
996,3195,충북,2018,11,2367.0
997,3200,충남,2018,11,2421.0
998,3205,전북,2018,11,2343.0
999,3210,전남,2018,11,2338.0
1000,3215,경북,2018,11,2681.0
1001,3220,경남,2018,11,2797.0
1002,3225,제주,2018,11,3314.0
1003,3230,서울,2018,12,7398.0
1004,3235,인천,2018,12,3548.0
1005,3240,경기,2018,12,4175.0
1006,3245,부산,2018,12,4068.0
1007,3250,대구,2018,12,3925.0
1008,3255,광주,2018,12,3284.0
1009,3260,대전,2018,12,3640.0
1010,3265,울산,2018,12,
1011,3270,세종,2018,12,3055.0
1012,3275,강원,2018,12,2326.0
1013,3280,충북,2018,12,2367.0
1014,3285,충남,2018,12,2415.0
1015,3290,전북,2018,12,2380.0
1016,3295,전남,2018,12,2389.0
1017,3300,경북,2018,12,2681.0
1018,3305,경남,2018,12,2932.0
1019,3310,제주,2018,12,3424.0
1020,3315,서울,2019,1,7600.0
1021,3320,인천,2019,1,3583.0
1022,3325,경기,2019,1,4258.0
1023,3330,부산,2019,1,4068.0
1024,3335,대구,2019,1,3983.0
1025,3340,광주,2019,1,3311.0
1026,3345,대전,2019,1,3689.0
1027,3350,울산,2019,1,
1028,3355,세종,2019,1,3055.0
1029,3360,강원,2019,1,2359.0
1030,3365,충북,2019,1,2367.0
1031,3370,충남,2019,1,2463.0
1032,3375,전북,2019,1,2380.0
1033,3380,전남,2019,1,2414.0
1034,3385,경북,2019,1,2638.0
1035,3390,경남,2019,1,2932.0
1036,3395,제주,2019,1,3424.0
1037,3400,서울,2019,2,7627.0
1038,3405,인천,2019,2,3590.0
1039,3410,경기,2019,2,4256.0
1040,3415,부산,2019,2,4068.0
1041,3420,대구,2019,2,3988.0
1042,3425,광주,2019,2,3311.0
1043,3430,대전,2019,2,3689.0
1044,3435,울산,2019,2,
1045,3440,세종,2019,2,3055.0
1046,3445,강원,2019,2,2359.0
1047,3450,충북,2019,2,2288.0
1048,3455,충남,2019,2,2571.0
1049,3460,전북,2019,2,2386.0
1050,3465,전남,2019,2,2412.0
1051,3470,경북,2019,2,2652.0
1052,3475,경남,2019,2,2932.0
1053,3480,제주,2019,2,3424.0
1054,3485,서울,2019,3,7772.0
1055,3490,인천,2019,3,3682.0
1056,3495,경기,2019,3,4369.0
1057,3500,부산,2019,3,4068.0
1058,3505,대구,2019,3,3975.0
1059,3510,광주,2019,3,3311.0
1060,3515,대전,2019,3,3610.0
1061,3520,울산,2019,3,
1062,3525,세종,2019,3,3055.0
1063,3530,강원,2019,3,2405.0
1064,3535,충북,2019,3,2291.0
1065,3540,충남,2019,3,2597.0
1066,3545,전북,2019,3,2452.0
1067,3550,전남,2019,3,2388.0
1068,3555,경북,2019,3,2649.0
1069,3560,경남,2019,3,2877.0
1070,3565,제주,2019,3,3424.0
1071,3570,서울,2019,4,7784.0
1072,3575,인천,2019,4,3682.0
1073,3580,경기,2019,4,4411.0
1074,3585,부산,2019,4,3927.0
1075,3590,대구,2019,4,4015.0
1076,3595,광주,2019,4,3313.0
1077,3600,대전,2019,4,3582.0
1078,3605,울산,2019,4,
1079,3610,세종,2019,4,3458.0
1080,3615,강원,2019,4,2534.0
1081,3620,충북,2019,4,2302.0
1082,3625,충남,2019,4,2609.0
1083,3630,전북,2019,4,2410.0
1084,3635,전남,2019,4,2310.0
1085,3640,경북,2019,4,2619.0
1086,3645,경남,2019,4,2833.0
1087,3650,제주,2019,4,3441.0
1088,3655,서울,2019,5,7786.0
1089,3660,인천,2019,5,3881.0
1090,3665,경기,2019,5,4351.0
1091,3670,부산,2019,5,3924.0
1092,3675,대구,2019,5,4115.0
1093,3680,광주,2019,5,3516.0
1094,3685,대전,2019,5,3582.0
1095,3690,울산,2019,5,
1096,3695,세종,2019,5,3458.0
1097,3700,강원,2019,5,2496.0
1098,3705,충북,2019,5,2297.0
1099,3710,충남,2019,5,2702.0
1100,3715,전북,2019,5,2469.0
1101,3720,전남,2019,5,2268.0
1102,3725,경북,2019,5,2539.0
1103,3730,경남,2019,5,2941.0
1104,3735,제주,2019,5,3441.0
1105,3740,서울,2019,6,8100.0
1106,3745,인천,2019,6,3887.0
1107,3750,경기,2019,6,4531.0
1108,3755,부산,2019,6,3906.0
1109,3760,대구,2019,6,4166.0
1110,3765,광주,2019,6,3595.0
1111,3770,대전,2019,6,3476.0
1112,3775,울산,2019,6,
1113,3780,세종,2019,6,3458.0
1114,3785,강원,2019,6,2508.0
1115,3790,충북,2019,6,2327.0
1116,3795,충남,2019,6,2618.0
1117,3800,전북,2019,6,2469.0
1118,3805,전남,2019,6,2320.0
1119,3810,경북,2019,6,2539.0
1120,3815,경남,2019,6,2967.0
1121,3820,제주,2019,6,3744.0
1122,3825,서울,2019,7,8067.0
1123,3830,인천,2019,7,3887.0
1124,3835,경기,2019,7,4287.0
1125,3840,부산,2019,7,3872.0
1126,3845,대구,2019,7,4297.0
1127,3850,광주,2019,7,3752.0
1128,3855,대전,2019,7,3477.0
1129,3860,울산,2019,7,
1130,3865,세종,2019,7,3458.0
1131,3870,강원,2019,7,2491.0
1132,3875,충북,2019,7,2290.0
1133,3880,충남,2019,7,2670.0
1134,3885,전북,2019,7,2488.0
1135,3890,전남,2019,7,2340.0
1136,3895,경북,2019,7,2539.0
1137,3900,경남,2019,7,2967.0
1138,3905,제주,2019,7,3869.0
1139,3910,서울,2019,8,8093.0
1140,3915,인천,2019,8,3941.0
1141,3920,경기,2019,8,4343.0
1142,3925,부산,2019,8,3931.0
1143,3930,대구,2019,8,4315.0
1144,3935,광주,2019,8,3721.0
1145,3940,대전,2019,8,3385.0
1146,3945,울산,2019,8,
1147,3950,세종,2019,8,3458.0
1148,3955,강원,2019,8,2492.0
1149,3960,충북,2019,8,2239.0
1150,3965,충남,2019,8,2641.0
1151,3970,전북,2019,8,2630.0
1152,3975,전남,2019,8,2344.0
1153,3980,경북,2019,8,2631.0
1154,3985,경남,2019,8,2977.0
1155,3990,제주,2019,8,3869.0
1156,3995,서울,2019,9,8085.0
1157,4000,인천,2019,9,3941.0
1158,4005,경기,2019,9,4441.0
1159,4010,부산,2019,9,4023.0
1160,4015,대구,2019,9,4358.0
1161,4020,광주,2019,9,3721.0
1162,4025,대전,2019,9,3442.0
1163,4030,울산,2019,9,2725.0
1164,4035,세종,2019,9,3458.0
1165,4040,강원,2019,9,2482.0
1166,4045,충북,2019,9,2263.0
1167,4050,충남,2019,9,2583.0
1168,4055,전북,2019,9,2630.0
1169,4060,전남,2019,9,2481.0
1170,4065,경북,2019,9,2658.0
1171,4070,경남,2019,9,2995.0
1172,4075,제주,2019,9,3869.0
1173,4080,서울,2019,10,8091.0
1174,4085,인천,2019,10,3947.0
1175,4090,경기,2019,10,4421.0
1176,4095,부산,2019,10,4040.0
1177,4100,대구,2019,10,4405.0
1178,4105,광주,2019,10,3771.0
1179,4110,대전,2019,10,3632.0
1180,4115,울산,2019,10,3140.0
1181,4120,세종,2019,10,3458.0
1182,4125,강원,2019,10,2460.0
1183,4130,충북,2019,10,2272.0
1184,4135,충남,2019,10,2602.0
1185,4140,전북,2019,10,2556.0
1186,4145,전남,2019,10,2494.0
1187,4150,경북,2019,10,2914.0
1188,4155,경남,2019,10,3209.0
1189,4160,제주,2019,10,3869.0
1190,4165,서울,2019,11,8062.0
1191,4170,인천,2019,11,3922.0
1192,4175,경기,2019,11,4453.0
1193,4180,부산,2019,11,3985.0
1194,4185,대구,2019,11,4382.0
1195,4190,광주,2019,11,3836.0
1196,4195,대전,2019,11,3632.0
1197,4200,울산,2019,11,3140.0
1198,4205,세종,2019,11,3458.0
1199,4210,강원,2019,11,2510.0
1200,4215,충북,2019,11,2303.0
1201,4220,충남,2019,11,2602.0
1202,4225,전북,2019,11,2468.0
1203,4230,전남,2019,11,2513.0
1204,4235,경북,2019,11,2914.0
1205,4240,경남,2019,11,3201.0
1206,4245,제주,2019,11,3882.0
1207,4250,서울,2019,12,7955.0
1208,4255,인천,2019,12,4002.0
1209,4260,경기,2019,12,4493.0
1210,4265,부산,2019,12,3884.0
1211,4270,대구,2019,12,4372.0
1212,4275,광주,2019,12,3834.0
1213,4280,대전,2019,12,3632.0
1214,4285,울산,2019,12,3143.0
1215,4290,세종,2019,12,3458.0
1216,4295,강원,2019,12,2510.0
1217,4300,충북,2019,12,2305.0
1218,4305,충남,2019,12,2640.0
1219,4310,전북,2019,12,2468.0
1220,4315,전남,2019,12,2452.0
1221,4320,경북,2019,12,2914.0
1222,4325,경남,2019,12,3063.0
1223,4330,제주,2019,12,3882.0
